,date,team,goals,xg,pass_success_rate,possession,tot_duels_win_rate,sobotr,cornwsr,fkwsr,pen_conversion_rate,acc_cross_rate,succ_for_passes_rate,succ_back_passes_rate,succ_lat_passes_rate,succ_long_passes_rate,succ_fin_third_passes_rate,succ_prog_passes_rate,succ_smart_passes_rate,succ_throw_ins_rate,mean_shot_dist,mean_pass_len,ppda,passes_per_minute,goal_conversion_rate,touches_in_box_per_minute,recoveries_per_minute,shots_on_target_rate
189,10/27/24, Wisconsin Badgers,2,1.17,66.08,32.36,46.3,0.0,20.0,0.0,0,23.53,61.03,84.85,70.97,41.54,56.52,63.93,0.0,91.18,4.9,19.06,15.6,2.917525773195876,0.6666666666666666,0.14432989690721648,0.8969072164948454,1.0
190,10/20/24, Wisconsin Badgers,2,2.46,77.25,45.6,48.1,0.0,16.67,20.0,100,46.67,69.75,88.14,81.44,60.71,63.24,67.37,0.0,81.08,15.7,21.54,7.0,3.150442477876106,0.16666666666666666,0.13274336283185842,0.911504424778761,0.3333333333333333
191,10/16/24, Wisconsin Badgers,0,0.86,78.97,61.14,52.52,0.0,16.67,66.67,0,28.57,71.52,93.48,80.49,50.0,75.0,68.42,66.67,83.87,17.73,17.72,4.67,3.75,0.0,0.1346153846153846,1.0288461538461537,0.2857142857142857
192,10/12/24, Wisconsin Badgers,0,0.74,81.82,58.21,54.66,25.0,28.57,25.0,0,38.71,72.89,88.24,88.84,45.45,67.69,78.57,0.0,96.77,17.94,18.01,9.71,5.092592592592593,0.0,0.16666666666666666,0.8611111111111112,0.16666666666666666
193,10/5/24, Wisconsin Badgers,1,3.15,73.35,43.25,54.46,12.5,63.64,0.0,0,14.29,66.67,91.67,77.23,47.17,60.78,64.29,0.0,81.25,17.7,22.01,13.76,2.680672268907563,0.05,0.2773109243697479,0.680672268907563,0.3
194,10/2/24, Wisconsin Badgers,2,1.54,75.59,59.86,49.0,0.0,33.33,0.0,0,45.0,66.86,91.67,83.46,52.7,58.75,78.89,0.0,80.56,15.86,21.16,6.03,4.26,0.15384615384615385,0.27,0.9,0.5384615384615384
195,9/28/24, Wisconsin Badgers,0,0.51,67.28,49.35,54.89,0.0,0.0,20.0,0,33.33,54.41,92.5,76.29,42.86,52.63,60.81,0.0,84.38,15.5,21.17,6.36,3.24,0.0,0.15,1.07,0.2857142857142857
196,9/17/24, Wisconsin Badgers,4,3.75,72.95,34.69,46.15,14.29,40.0,25.0,0,47.37,61.21,97.73,77.5,40.0,53.06,68.42,100.0,89.66,17.47,19.95,17.13,2.701923076923077,0.17391304347826086,0.2980769230769231,0.75,0.5217391304347826
197,9/14/24, Wisconsin Badgers,0,0.75,80.32,60.36,55.36,33.33,100.0,0.0,0,28.0,71.6,94.74,85.33,49.06,68.42,77.92,0.0,80.95,17.36,20.28,7.78,4.881188118811881,0.0,0.1782178217821782,1.0693069306930694,0.1
198,9/7/24, Wisconsin Badgers,1,1.1,68.77,46.32,52.96,100.0,33.33,0.0,0,17.65,58.27,91.49,77.91,41.3,52.38,60.56,0.0,85.0,15.54,21.16,7.67,2.98019801980198,0.16666666666666666,0.09900990099009901,0.8217821782178217,0.5
199,9/3/24, Wisconsin Badgers,2,1.92,81.51,53.78,55.05,40.0,16.67,20.0,0,37.5,74.17,93.75,84.14,47.62,67.21,79.27,20.0,96.3,16.32,20.64,6.5,3.8773584905660377,0.16666666666666666,0.16981132075471697,0.8962264150943396,0.3333333333333333
200,8/30/24, Wisconsin Badgers,5,2.05,76.67,46.9,47.44,80.0,33.33,33.33,0,20.0,63.7,90.91,88.57,59.62,56.72,71.01,66.67,81.82,17.94,21.51,8.57,3.203883495145631,0.38461538461538464,0.14563106796116504,1.0097087378640777,0.5384615384615384
201,8/25/24, Wisconsin Badgers,4,1.46,74.64,38.12,55.05,50.0,33.33,25.0,0,21.05,67.26,92.31,76.84,51.22,51.16,74.42,50.0,78.26,17.18,22.42,8.32,2.4642857142857144,0.4,0.09821428571428571,0.6875,0.4
202,8/23/24, Wisconsin Badgers,4,2.81,81.6,66.98,54.19,50.0,56.25,100.0,0,32.26,74.73,93.22,89.01,44.12,80.82,79.0,0.0,75.86,15.87,21.68,6.67,4.587155963302752,0.15384615384615385,0.3761467889908257,1.0091743119266054,0.4230769230769231
203,11/7/21, Rutgers Scarlet Knights,0,1.09,79.35,42.7,48.54,25.0,20.0,0.0,0,50.0,65.73,92.31,89.31,51.02,62.71,70.73,25.0,87.5,20.13,19.84,7.41,3.6422018348623855,0.0,0.12844036697247707,0.8899082568807339,0.3333333333333333
204,10/31/21, Rutgers Scarlet Knights,4,2.19,75.39,41.18,47.55,20.0,0.0,0.0,0,28.57,62.81,82.05,89.47,32.26,72.97,60.29,50.0,77.78,18.11,20.43,13.81,3.0776699029126213,0.36363636363636365,0.13592233009708737,0.970873786407767,0.5454545454545454
205,10/28/21, Rutgers Scarlet Knights,2,0.57,80.09,40.42,48.26,0.0,0.0,100.0,0,8.33,69.28,94.03,86.81,46.51,60.61,73.75,0.0,95.0,23.37,20.12,13.76,3.8672566371681416,0.2857142857142857,0.08849557522123894,0.7610619469026548,0.42857142857142855
206,10/23/21, Rutgers Scarlet Knights,1,0.71,75.77,54.31,44.93,57.14,20.0,0.0,0,26.67,57.63,90.38,88.83,33.9,52.94,61.54,0.0,76.92,20.59,20.91,8.61,4.91919191919192,0.1,0.08080808080808081,1.1515151515151516,0.4
207,10/16/21, Rutgers Scarlet Knights,2,1.15,84.04,59.16,45.61,20.0,60.0,100.0,0,36.84,76.02,87.5,90.98,57.69,73.12,70.27,0.0,95.83,18.52,23.01,11.35,6.333333333333333,0.15384615384615385,0.1827956989247312,1.010752688172043,0.3076923076923077
208,10/10/21, Rutgers Scarlet Knights,1,0.62,84.54,54.45,47.22,37.5,42.86,0.0,0,29.41,72.25,95.29,92.08,62.96,73.17,76.85,0.0,88.89,21.71,18.7,11.55,5.196581196581197,0.06666666666666667,0.11965811965811966,0.8290598290598291,0.26666666666666666
209,10/6/21, Rutgers Scarlet Knights,0,0.47,81.35,60.15,41.97,28.57,40.0,0.0,0,41.18,71.07,94.0,89.94,55.32,74.07,68.18,50.0,96.77,24.99,20.86,6.86,4.247524752475248,0.0,0.1782178217821782,0.8910891089108911,0.3333333333333333
210,9/29/21, Rutgers Scarlet Knights,0,1.51,70.17,38.39,47.69,20.0,42.86,0.0,0,16.67,61.73,83.67,77.45,40.3,49.02,55.56,44.44,76.0,16.71,20.57,10.23,3.0677966101694913,0.0,0.1271186440677966,1.0847457627118644,0.2727272727272727
211,9/25/21, Rutgers Scarlet Knights,0,0.57,82.11,67.5,47.85,14.29,100.0,16.67,0,30.0,74.23,90.24,85.58,54.29,60.94,76.4,0.0,93.75,19.83,19.43,6.41,5.7,0.0,0.11,1.0,0.15384615384615385
212,9/21/21, Rutgers Scarlet Knights,1,0.85,79.19,54.11,52.51,33.33,40.0,100.0,0,33.33,66.44,92.73,88.82,65.22,68.42,70.59,66.67,82.14,22.16,21.68,7.5,4.4,0.08333333333333333,0.17894736842105263,0.9578947368421052,0.3333333333333333
213,9/18/21, Rutgers Scarlet Knights,2,1.3,78.48,51.97,50.22,0.0,0.0,0.0,0,30.77,65.43,92.73,89.21,58.33,67.27,75.28,26.32,75.0,18.78,19.63,7.79,4.09,0.2,0.12,1.07,0.4
214,9/14/21, Rutgers Scarlet Knights,2,1.63,81.27,50.51,45.66,40.0,10.0,0.0,0,50.0,66.67,89.86,95.65,53.85,67.31,73.91,50.0,100.0,19.03,20.28,8.84,4.030612244897959,0.16666666666666666,0.21428571428571427,0.8061224489795918,0.5833333333333334
215,9/11/21, Rutgers Scarlet Knights,3,2.56,81.89,65.5,50.0,41.67,30.0,40.0,0,38.89,75.29,90.67,89.27,60.98,72.31,78.65,40.0,96.15,21.44,22.27,6.52,4.884615384615385,0.13636363636363635,0.17307692307692307,0.8557692307692307,0.4090909090909091
216,9/7/21, Rutgers Scarlet Knights,2,1.84,83.89,57.9,53.46,14.29,0.0,0.0,0,35.0,75.14,88.24,90.23,40.0,73.24,73.96,23.53,88.0,18.9,19.43,6.1,5.294117647058823,0.125,0.29411764705882354,1.0392156862745099,0.3125
217,9/4/21, Rutgers Scarlet Knights,1,1.13,76.76,49.44,51.58,0.0,66.67,66.67,0,30.0,63.46,87.01,87.77,54.69,58.06,64.2,14.29,88.89,18.95,20.15,8.88,4.26,0.07692307692307693,0.1,1.04,0.23076923076923078
218,8/31/21, Rutgers Scarlet Knights,0,1.88,78.21,44.89,48.34,25.0,33.33,66.67,0,21.43,67.44,98.18,83.33,52.0,63.16,67.9,30.77,70.59,21.78,20.67,9.44,3.253731343283582,0.0,0.1044776119402985,0.7835820895522388,0.23076923076923078
219,8/27/21, Rutgers Scarlet Knights,2,2.61,86.61,47.08,55.02,28.57,50.0,0.0,100,40.0,69.7,96.77,94.65,59.46,58.14,67.8,0.0,100.0,19.35,18.82,9.59,4.349514563106796,0.11764705882352941,0.1553398058252427,0.7766990291262136,0.35294117647058826
220,11/14/21, Penn State Nittany Lion,3,0.94,75.93,40.98,38.5,33.33,50.0,0.0,0,28.57,63.7,91.84,82.3,44.78,70.59,70.27,33.33,71.43,20.56,21.64,12.88,3.7127659574468086,0.25,0.2127659574468085,1.0638297872340425,0.5
221,11/10/21, Penn State Nittany Lion,2,1.98,75.07,43.96,57.41,40.0,0.0,0.0,0,54.55,58.5,94.34,85.86,50.88,61.11,57.53,37.5,88.89,19.86,20.46,11.58,3.361904761904762,0.14285714285714285,0.24761904761904763,1.0,0.42857142857142855
222,11/7/21, Penn State Nittany Lion,2,0.83,77.16,40.18,45.99,0.0,0.0,0.0,0,0.0,58.45,97.44,88.75,48.94,59.57,63.64,0.0,82.76,15.45,20.9,12.75,3.7169811320754715,0.3333333333333333,0.11320754716981132,0.9716981132075472,0.5
223,10/31/21, Penn State Nittany Lion,2,0.43,73.37,48.28,46.33,50.0,50.0,33.33,0,16.67,57.31,91.84,88.89,43.48,44.3,57.14,100.0,90.0,18.28,20.21,13.23,4.257731958762887,0.3333333333333333,0.1134020618556701,1.092783505154639,0.3333333333333333
224,10/27/21, Penn State Nittany Lion,3,1.54,71.51,53.55,47.99,33.33,57.14,0.0,0,41.67,58.41,85.92,81.44,41.25,47.25,69.42,0.0,75.0,19.03,22.14,5.83,5.0476190476190474,0.17647058823529413,0.3142857142857143,1.2,0.47058823529411764
225,10/23/21, Penn State Nittany Lion,1,2.87,77.41,53.06,44.48,60.0,30.0,20.0,0,47.37,69.9,84.13,85.99,51.43,75.0,69.44,100.0,81.25,15.66,19.45,8.57,4.596153846153846,0.05555555555555555,0.25,1.1923076923076923,0.4444444444444444
226,10/17/21, Penn State Nittany Lion,0,1.01,76.98,55.09,45.33,20.0,0.0,0.0,0,34.78,65.52,97.22,86.4,53.33,71.62,79.81,0.0,87.5,18.46,19.32,7.07,4.526315789473684,0.0,0.25263157894736843,1.0,0.45454545454545453
227,10/14/21, Penn State Nittany Lion,1,0.4,75.32,41.41,44.62,50.0,16.67,50.0,0,28.57,60.63,93.75,85.71,48.94,60.0,65.57,0.0,76.47,19.61,22.83,11.28,3.191919191919192,0.14285714285714285,0.12121212121212122,1.0909090909090908,0.2857142857142857
228,10/10/21, Penn State Nittany Lion,2,1.31,78.99,61.3,48.6,25.0,0.0,50.0,0,36.36,63.64,97.14,91.28,47.14,59.04,81.18,100.0,96.0,18.75,19.85,5.33,4.008771929824562,0.13333333333333333,0.20175438596491227,1.1491228070175439,0.3333333333333333
229,10/6/21, Penn State Nittany Lion,2,2.77,68.7,39.85,49.64,0.0,50.0,0.0,100,37.5,57.14,93.75,79.03,43.18,45.65,76.6,33.33,86.11,12.43,18.72,8.57,2.594059405940594,0.2,0.26732673267326734,0.8712871287128713,0.3
230,10/2/21, Penn State Nittany Lion,1,3.0,84.73,63.33,53.06,25.0,33.33,0.0,0,40.0,73.94,95.45,90.78,47.06,77.22,81.82,66.67,78.57,17.73,18.08,6.06,5.479591836734694,0.045454545454545456,0.2857142857142857,1.0,0.4090909090909091
231,9/25/21, Penn State Nittany Lion,0,0.69,80.96,58.82,43.71,0.0,0.0,37.5,0,28.57,70.69,90.67,88.76,53.13,64.37,77.63,33.33,93.94,9.12,19.44,5.24,5.031578947368421,0.0,0.15789473684210525,1.168421052631579,0.25
232,9/22/21, Penn State Nittany Lion,4,2.69,82.47,57.0,52.11,0.0,0.0,0.0,100,26.92,68.68,89.55,89.96,53.45,79.52,81.55,58.33,79.41,14.05,19.54,5.62,5.534653465346534,0.3076923076923077,0.25742574257425743,0.9900990099009901,0.38461538461538464
233,9/18/21, Penn State Nittany Lion,2,2.19,81.21,60.21,46.86,16.67,28.57,20.0,0,31.25,66.24,95.08,84.92,51.95,53.66,74.03,20.0,93.33,17.27,19.99,5.47,4.742574257425742,0.08,0.45544554455445546,1.188118811881188,0.2
234,9/14/21, Penn State Nittany Lion,0,0.42,76.59,37.14,45.5,33.33,33.33,20.0,0,18.18,63.56,95.12,83.51,51.02,50.0,66.04,0.0,82.05,18.06,20.38,14.52,3.082474226804124,0.0,0.14432989690721648,0.8969072164948454,0.4
235,9/11/21, Penn State Nittany Lion,2,1.33,81.11,61.71,53.54,25.0,20.0,50.0,0,25.81,68.13,100.0,86.91,44.44,64.56,85.9,0.0,93.33,18.13,18.73,5.79,5.294117647058823,0.14285714285714285,0.3333333333333333,1.107843137254902,0.35714285714285715
236,9/7/21, Penn State Nittany Lion,3,2.24,83.62,59.53,54.15,50.0,28.57,66.67,0,26.92,70.81,95.89,89.06,44.64,62.67,70.75,40.0,65.0,16.18,21.04,8.63,5.918367346938775,0.23076923076923078,0.2653061224489796,0.8979591836734694,0.6923076923076923
237,9/4/21, Penn State Nittany Lion,1,2.26,70.2,24.88,45.5,25.0,25.0,60.0,0,28.57,56.98,79.31,84.31,52.27,55.56,50.0,50.0,76.47,18.6,19.69,18.19,1.9603960396039604,0.09090909090909091,0.0891089108910891,0.6534653465346535,0.36363636363636365
238,8/30/21, Penn State Nittany Lion,3,1.81,67.17,40.3,48.07,40.0,40.0,66.67,100,38.46,57.94,91.18,74.24,41.07,53.73,71.43,33.33,66.67,16.27,24.04,8.0,2.623762376237624,0.25,0.12871287128712872,1.1584158415841583,0.6666666666666666
239,8/27/21, Penn State Nittany Lion,1,1.33,77.75,52.62,50.18,28.57,25.0,50.0,0,50.0,61.54,95.56,89.63,40.0,51.92,62.3,50.0,72.0,20.2,19.68,7.38,4.0638297872340425,0.0625,0.22340425531914893,1.127659574468085,0.5
240,5/6/21, Penn State Nittany Lion,2,1.48,78.63,48.71,46.88,0.0,0.0,0.0,100,33.33,67.27,95.52,83.62,55.17,62.5,76.47,25.0,78.26,17.57,20.71,9.11,4.543689320388349,0.25,0.0970873786407767,1.116504854368932,0.375
241,5/2/21, Penn State Nittany Lion,4,1.68,60.0,49.58,50.23,33.33,50.0,50.0,0,25.0,47.19,93.18,64.1,35.94,39.13,50.62,0.0,70.59,17.13,21.18,5.79,3.3173076923076925,0.4444444444444444,0.19230769230769232,1.0769230769230769,0.4444444444444444
242,10/31/21, Ohio State Buckeyes,0,1.34,81.38,58.82,46.5,0.0,0.0,57.14,0,36.36,73.65,93.75,85.26,56.6,74.55,83.17,33.33,91.67,18.87,19.02,4.87,4.796116504854369,0.0,0.20388349514563106,1.1941747572815533,0.1875
243,10/27/21, Ohio State Buckeyes,2,0.87,76.74,57.64,48.25,20.0,25.0,50.0,0,33.33,60.61,90.77,85.98,41.79,62.69,74.29,100.0,87.1,16.68,19.18,3.59,4.876288659793815,0.16666666666666666,0.18556701030927836,1.1649484536082475,0.16666666666666666
244,10/23/21, Ohio State Buckeyes,2,1.47,73.28,46.94,49.35,40.0,75.0,33.33,0,14.29,67.74,90.91,76.92,45.0,61.19,70.59,40.0,95.45,16.9,21.0,7.39,3.4903846153846154,0.125,0.22115384615384615,1.1634615384615385,0.5
245,10/17/21, Ohio State Buckeyes,0,1.35,80.82,53.93,48.45,0.0,50.0,50.0,0,36.36,75.29,96.49,86.67,60.78,77.78,73.49,0.0,76.74,14.21,17.83,7.03,4.469387755102041,0.0,0.23469387755102042,1.0510204081632653,0.3333333333333333
246,10/13/21, Ohio State Buckeyes,0,1.49,77.81,49.42,55.12,25.0,42.86,12.5,0,25.0,68.46,93.75,76.6,60.38,59.65,81.03,0.0,88.89,17.09,20.63,6.52,3.29,0.0,0.14,1.06,0.15384615384615385
247,10/9/21, Ohio State Buckeyes,0,0.6,83.05,66.75,40.37,0.0,16.67,0.0,0,56.25,77.53,85.9,91.13,63.79,71.23,77.67,100.0,96.15,17.02,19.88,7.87,4.926605504587156,0.0,0.1559633027522936,0.8899082568807339,0.125
248,10/4/21, Ohio State Buckeyes,0,1.97,83.42,68.03,54.2,50.0,62.5,25.0,0,33.33,76.63,91.36,89.91,66.67,69.44,82.42,100.0,96.88,17.03,20.31,4.67,5.90625,0.0,0.23958333333333334,1.0729166666666667,0.2631578947368421
249,9/30/21, Ohio State Buckeyes,2,2.18,74.38,51.72,45.17,0.0,20.0,0.0,0,42.31,65.0,98.73,73.0,59.21,56.41,73.2,50.0,97.56,16.39,20.36,8.05,3.8347826086956522,0.14285714285714285,0.19130434782608696,1.008695652173913,0.35714285714285715
250,9/25/21, Ohio State Buckeyes,1,2.82,77.8,45.73,46.58,33.33,25.0,0.0,100,47.62,69.01,91.53,87.7,50.0,61.4,70.73,100.0,90.0,14.84,22.04,7.98,4.0594059405940595,0.08333333333333333,0.1782178217821782,1.0792079207920793,0.3333333333333333
251,9/22/21, Ohio State Buckeyes,2,1.61,77.36,50.41,56.83,0.0,40.0,0.0,0,31.25,66.47,85.94,86.75,54.76,57.58,70.37,40.0,95.65,15.77,18.6,6.67,4.818181818181818,0.15384615384615385,0.2222222222222222,1.2323232323232323,0.3076923076923077
252,9/16/21, Ohio State Buckeyes,1,0.72,73.15,44.92,47.14,20.0,20.0,0.0,0,7.69,62.2,84.29,85.23,48.48,54.84,60.26,37.5,75.0,17.25,22.47,12.7,3.8020833333333335,0.125,0.17708333333333334,1.1354166666666667,0.25
253,9/11/21, Ohio State Buckeyes,0,0.09,80.0,40.42,45.42,25.0,0.0,0.0,0,22.22,74.83,86.44,82.93,48.28,52.38,62.9,16.67,91.3,23.9,18.32,13.04,4.293478260869565,0.0,0.06521739130434782,0.9130434782608695,0.25
254,9/6/21, Ohio State Buckeyes,1,1.52,69.37,46.56,45.45,0.0,28.57,16.67,0,40.0,61.24,84.75,73.63,56.0,52.78,65.05,30.0,92.68,17.19,20.14,6.22,3.134920634920635,0.1,0.12698412698412698,1.1904761904761905,0.1
255,9/3/21, Ohio State Buckeyes,1,0.48,82.13,57.4,51.46,16.67,50.0,0.0,0,50.0,69.52,95.77,92.54,57.14,63.77,75.95,16.67,77.27,21.48,19.79,8.08,5.36734693877551,0.1111111111111111,0.08163265306122448,1.1224489795918366,0.3333333333333333
256,8/29/21, Ohio State Buckeyes,1,1.86,76.08,52.04,47.4,0.0,16.67,25.0,0,35.71,71.83,85.94,81.67,42.86,68.49,79.38,25.0,81.82,17.25,21.07,6.97,3.5428571428571427,0.07142857142857142,0.20952380952380953,1.1142857142857143,0.14285714285714285
257,8/28/21, Ohio State Buckeyes,3,1.98,80.76,57.18,54.34,25.0,20.0,25.0,100,36.84,67.67,94.55,89.26,51.16,60.78,74.03,50.0,82.35,16.83,20.86,7.91,3.5267857142857144,0.2727272727272727,0.16964285714285715,0.8303571428571429,0.45454545454545453
258,11/4/23, Northwestern Wildcats,0,2.02,73.37,56.48,47.79,28.57,0.0,0.0,0,31.25,60.0,88.68,85.71,50.0,61.7,66.67,0.0,67.65,18.69,21.86,7.23,3.2857142857142856,0.0,0.1875,0.9821428571428571,0.1875
259,10/29/23, Northwestern Wildcats,0,1.0,77.3,57.12,50.28,25.0,9.09,100.0,0,42.86,65.26,98.21,88.27,43.86,62.22,76.92,20.0,72.22,17.4,21.25,5.53,4.284403669724771,0.0,0.1743119266055046,1.3669724770642202,0.3333333333333333
260,10/25/23, Northwestern Wildcats,1,0.61,65.09,36.48,39.12,50.0,50.0,0.0,0,37.5,62.96,75.86,67.61,33.33,59.52,49.32,0.0,60.87,14.69,22.42,8.33,2.36734693877551,0.2,0.05102040816326531,1.1020408163265305,0.4
261,10/21/23, Northwestern Wildcats,1,1.25,76.03,62.03,43.45,50.0,80.0,0.0,0,28.57,64.15,89.09,85.31,40.82,58.62,63.89,50.0,62.79,17.07,20.29,7.48,3.7545454545454544,0.07692307692307693,0.18181818181818182,0.9090909090909091,0.5384615384615384
262,10/14/23, Northwestern Wildcats,1,1.27,70.46,49.54,44.44,0.0,40.0,0.0,0,40.0,58.18,95.45,77.68,48.44,49.18,60.42,0.0,82.05,14.42,20.43,9.71,3.5825242718446604,0.1,0.21359223300970873,1.1359223300970873,0.3
263,10/8/23, Northwestern Wildcats,2,2.98,75.91,47.55,53.23,28.57,16.67,20.0,0,25.0,61.79,93.94,82.05,50.0,52.08,73.53,50.0,69.57,15.88,21.03,11.59,3.0943396226415096,0.11764705882352941,0.2830188679245283,0.9528301886792453,0.4117647058823529
264,10/4/23, Northwestern Wildcats,0,1.36,77.64,59.91,50.5,27.27,42.86,50.0,0,41.67,67.52,86.05,87.04,54.55,62.75,67.5,0.0,89.29,18.76,20.93,9.91,3.6491228070175437,0.0,0.15789473684210525,1.087719298245614,0.4
265,9/30/23, Northwestern Wildcats,2,1.27,60.57,42.97,50.0,25.0,40.0,0.0,0,30.0,49.61,82.76,68.0,29.82,32.35,42.86,20.0,60.0,21.33,20.38,13.32,2.2777777777777777,0.15384615384615385,0.12037037037037036,1.1018518518518519,0.46153846153846156
266,9/24/23, Northwestern Wildcats,4,1.7,67.92,37.2,48.86,0.0,50.0,20.0,0,25.0,55.96,87.5,83.1,40.0,63.64,44.64,0.0,80.77,12.97,18.75,11.96,2.2429906542056073,0.4444444444444444,0.14018691588785046,0.8317757009345794,0.6666666666666666
267,9/19/23, Northwestern Wildcats,2,0.92,75.62,49.09,46.46,33.33,33.33,0.0,0,33.33,55.91,93.1,90.48,44.44,44.23,62.96,0.0,68.97,16.8,21.17,5.95,3.24,0.2222222222222222,0.09,1.12,0.3333333333333333
268,9/16/23, Northwestern Wildcats,2,1.05,76.87,47.32,49.19,0.0,66.67,50.0,0,12.5,63.11,97.62,82.41,51.16,57.89,76.27,0.0,85.0,19.27,21.14,7.41,3.231578947368421,0.16666666666666666,0.16842105263157894,1.0105263157894737,0.3333333333333333
269,9/12/23, Northwestern Wildcats,4,1.53,73.77,43.57,45.42,33.33,50.0,33.33,100,9.09,64.86,88.1,79.12,55.38,63.33,68.35,100.0,60.0,18.37,21.08,6.13,3.02803738317757,0.3333333333333333,0.102803738317757,1.2242990654205608,0.6666666666666666
270,9/9/23, Northwestern Wildcats,2,2.51,77.78,60.68,54.91,50.0,80.0,0.0,0,53.13,66.24,93.1,86.9,60.66,75.0,80.65,50.0,82.14,13.78,22.01,4.96,4.235294117647059,0.09523809523809523,0.39215686274509803,1.1274509803921569,0.3333333333333333
271,9/4/23, Northwestern Wildcats,1,1.34,78.62,55.58,44.32,12.5,100.0,0.0,0,15.38,65.1,89.09,89.8,42.59,60.0,62.2,0.0,85.29,18.81,20.72,7.63,3.839622641509434,0.058823529411764705,0.22641509433962265,0.9245283018867925,0.23529411764705882
272,9/2/23, Northwestern Wildcats,2,1.26,73.76,48.73,52.0,100.0,100.0,0.0,0,21.43,56.16,93.62,90.63,35.56,55.0,64.18,25.0,78.57,15.33,20.89,7.76,3.447619047619048,0.2,0.1523809523809524,0.9333333333333333,0.5
273,8/27/23, Northwestern Wildcats,1,0.51,72.58,46.67,47.26,40.0,25.0,12.5,0,16.67,64.12,85.71,79.35,43.14,60.42,62.9,50.0,72.41,22.88,20.95,5.11,2.8476190476190477,0.1111111111111111,0.08571428571428572,0.7238095238095238,0.4444444444444444
274,8/25/23, Northwestern Wildcats,2,1.04,71.19,50.31,46.69,0.0,28.57,0.0,0,9.09,58.4,80.65,81.42,57.14,62.07,67.86,0.0,78.38,19.02,22.7,6.33,2.876190476190476,0.18181818181818182,0.13333333333333333,0.8571428571428571,0.45454545454545453
275,11/12/21, Washington Huskies,2,1.74,72.06,41.15,45.17,40.0,57.14,0.0,0,35.29,63.92,93.18,77.78,48.89,56.16,76.62,45.45,77.78,16.14,20.53,7.0,2.6984126984126986,0.13333333333333333,0.1746031746031746,0.9682539682539683,0.3333333333333333
276,11/8/21, Washington Huskies,1,1.4,77.41,47.09,54.87,42.86,16.67,0.0,0,50.0,65.0,93.33,86.36,51.06,60.24,77.42,100.0,88.0,18.29,20.85,10.36,3.8627450980392157,0.07692307692307693,0.21568627450980393,0.9215686274509803,0.5384615384615384
277,11/5/21, Washington Huskies,3,5.09,72.17,39.4,53.4,40.0,62.5,71.43,0,38.89,58.96,96.15,75.53,45.95,58.82,60.56,100.0,78.57,14.77,17.96,8.51,3.05607476635514,0.10714285714285714,0.32710280373831774,0.9719626168224299,0.4642857142857143
278,10/31/21, Washington Huskies,0,2.16,68.35,44.93,44.85,0.0,40.0,12.5,0,60.0,52.25,82.14,80.39,42.86,60.38,60.61,0.0,87.8,15.25,20.78,8.0,2.6476190476190475,0.0,0.18095238095238095,0.9428571428571428,0.125
279,10/23/21, Washington Huskies,2,0.94,69.03,26.96,48.36,0.0,33.33,75.0,0,8.33,57.14,100.0,70.15,43.24,52.5,53.49,75.0,73.68,17.07,23.06,13.07,1.8833333333333333,0.18181818181818182,0.13333333333333333,0.625,0.2727272727272727
280,10/17/21, Washington Huskies,3,3.86,83.96,53.38,53.95,40.0,37.5,40.0,0,38.89,75.93,94.92,89.7,62.5,75.0,80.9,42.86,88.0,13.96,19.19,6.12,4.677083333333333,0.13043478260869565,0.40625,1.0520833333333333,0.34782608695652173
281,10/10/21, Washington Huskies,4,1.72,78.12,49.55,47.14,40.0,60.0,0.0,0,36.36,67.53,96.3,86.78,53.33,57.38,69.51,33.33,80.77,15.61,19.57,9.55,4.010204081632653,0.2857142857142857,0.24489795918367346,1.0204081632653061,0.2857142857142857
282,10/8/21, Washington Huskies,3,3.38,71.73,49.26,42.43,0.0,22.22,33.33,50,61.9,61.01,96.36,77.78,50.65,61.84,67.33,0.0,83.72,14.93,20.6,7.65,3.82,0.23076923076923078,0.27,1.35,0.3076923076923077
283,10/4/21, Washington Huskies,2,1.38,77.92,42.91,47.19,30.0,30.0,25.0,0,38.1,72.59,89.36,88.1,53.85,67.27,79.17,25.0,92.31,20.18,18.98,9.3,3.202020202020202,0.1,0.29292929292929293,1.0808080808080809,0.45
284,10/1/21, Washington Huskies,1,2.03,77.67,49.13,52.91,0.0,16.67,0.0,0,42.42,70.06,93.48,80.99,60.0,68.66,72.73,60.0,91.3,15.62,19.19,6.67,4.3,0.0625,0.3,1.15,0.3125
285,9/25/21, Washington Huskies,2,1.15,82.7,58.05,50.0,30.0,33.33,0.0,0,32.0,78.44,88.71,85.48,56.36,67.21,76.67,66.67,91.67,20.51,19.35,7.86,4.97,0.1111111111111111,0.28,1.07,0.2777777777777778
286,9/21/21, Washington Huskies,2,1.53,74.14,54.39,51.52,0.0,40.0,16.67,0,21.05,67.33,87.8,85.21,46.43,72.46,72.53,50.0,83.33,19.51,21.36,4.24,3.509259259259259,0.13333333333333333,0.18518518518518517,1.0185185185185186,0.2
287,9/17/21, Washington Huskies,2,2.12,74.71,40.75,57.73,25.0,33.33,0.0,0,18.18,64.71,88.89,84.69,46.51,55.93,68.83,0.0,87.5,17.74,20.07,9.28,3.135135135135135,0.2,0.13513513513513514,0.9459459459459459,0.6
