,date,team,goals,xg,pass_success_rate,possession,tot_duels_win_rate,sobotr,cornwsr,fkwsr,pen_conversion_rate,acc_cross_rate,succ_for_passes_rate,succ_back_passes_rate,succ_lat_passes_rate,succ_long_passes_rate,succ_fin_third_passes_rate,succ_prog_passes_rate,succ_smart_passes_rate,succ_throw_ins_rate,mean_shot_dist,mean_pass_len,ppda,passes_per_minute,goal_conversion_rate,touches_in_box_per_minute,recoveries_per_minute,shots_on_target_rate
90,10/2/24, Indiana Hoosiers,3,0.63,63.07,40.14,45.78,50.0,0.0,0.0,0,30.0,54.68,88.24,70.24,40.85,46.67,52.17,0.0,65.63,23.7,23.47,13.8,2.87,0.5,0.08,0.87,0.5
91,9/28/24, Indiana Hoosiers,2,0.95,75.34,53.33,51.34,0.0,50.0,0.0,0,31.58,65.03,88.68,82.99,54.24,57.75,68.24,0.0,80.65,18.48,22.86,8.03,3.5865384615384617,0.25,0.14423076923076922,0.9807692307692307,0.25
92,9/21/24, Indiana Hoosiers,0,1.22,82.39,59.71,52.7,14.29,11.11,0.0,0,42.11,77.85,89.86,86.08,61.29,73.53,82.02,0.0,91.67,20.2,24.47,8.7,4.466019417475728,0.0,0.20388349514563106,0.912621359223301,0.2777777777777778
93,9/18/24, Indiana Hoosiers,1,1.28,81.29,63.58,50.23,25.0,0.0,0.0,0,15.79,74.69,92.73,85.38,61.11,66.67,78.05,0.0,83.33,18.9,21.04,8.65,4.401960784313726,0.05263157894736842,0.3235294117647059,0.9509803921568627,0.2631578947368421
94,9/14/24, Indiana Hoosiers,1,2.21,79.57,56.46,48.03,0.0,0.0,0.0,0,32.26,70.14,93.22,82.1,61.67,80.0,69.51,66.67,86.36,16.04,20.69,6.96,4.333333333333333,0.07142857142857142,0.3958333333333333,0.8645833333333334,0.35714285714285715
95,9/10/24, Indiana Hoosiers,0,0.88,80.39,54.4,61.41,37.5,0.0,0.0,0,9.09,65.19,97.87,86.41,55.88,65.15,69.62,0.0,89.29,20.18,22.83,7.26,3.8857142857142857,0.0,0.10476190476190476,0.9047619047619048,0.3076923076923077
96,9/5/24, Indiana Hoosiers,1,1.49,76.5,55.05,48.59,40.0,28.57,0.0,0,44.44,62.42,93.44,82.12,45.83,40.79,71.62,0.0,92.0,19.43,22.44,9.0,3.7232142857142856,0.1,0.14285714285714285,0.8303571428571429,0.4
97,9/2/24, Indiana Hoosiers,2,2.23,79.91,64.91,49.31,20.0,0.0,20.0,100,52.94,64.05,92.65,91.02,47.06,58.82,76.92,75.0,91.67,17.88,23.75,4.83,4.0285714285714285,0.13333333333333333,0.26666666666666666,0.7619047619047619,0.26666666666666666
98,8/30/24, Indiana Hoosiers,2,2.13,82.9,59.07,53.24,37.5,22.22,0.0,0,39.29,72.67,94.37,90.59,71.19,78.87,80.56,0.0,84.0,18.35,24.8,15.5,4.666666666666667,0.10526315789473684,0.31313131313131315,0.8787878787878788,0.47368421052631576
99,8/24/24, Indiana Hoosiers,0,1.22,77.51,54.67,44.96,20.0,0.0,0.0,0,0.0,62.31,91.49,89.03,51.95,56.86,69.23,100.0,67.65,21.49,22.77,8.57,3.548076923076923,0.0,0.0673076923076923,0.875,0.2857142857142857
100,11/9/23, Michigan Wolverines,3,1.92,73.64,46.15,51.36,0.0,20.0,0.0,100,33.33,56.69,92.16,84.82,38.3,63.33,58.33,0.0,81.48,16.05,21.16,8.12,2.972972972972973,0.23076923076923078,0.15315315315315314,0.8468468468468469,0.5384615384615384
101,11/4/23, Michigan Wolverines,1,0.92,64.52,43.52,47.39,0.0,50.0,100.0,0,33.33,50.0,75.68,82.86,35.56,35.29,52.31,0.0,81.25,16.26,18.99,8.72,2.4910714285714284,0.14285714285714285,0.05357142857142857,0.7678571428571429,0.2857142857142857
102,10/29/23, Michigan Wolverines,3,1.28,74.8,42.88,46.91,66.67,0.0,0.0,0,9.09,63.03,94.92,81.72,50.79,60.42,62.07,33.33,95.65,23.5,19.64,7.7,3.4954128440366974,0.375,0.11009174311926606,1.3302752293577982,0.75
103,10/26/23, Michigan Wolverines,3,2.34,82.96,56.91,50.26,50.0,40.0,0.0,100,28.57,78.33,87.62,85.64,38.3,65.57,85.9,33.33,93.94,14.82,19.41,8.49,5.085714285714285,0.23076923076923078,0.20952380952380953,0.8666666666666667,0.6153846153846154
104,10/22/23, Michigan Wolverines,0,1.23,76.46,55.31,50.23,0.0,30.0,50.0,0,19.05,67.52,96.88,77.95,48.39,63.64,65.33,0.0,85.71,19.07,18.18,6.86,4.0,0.0,0.1262135922330097,0.970873786407767,0.18181818181818182
105,10/18/23, Michigan Wolverines,0,1.12,82.37,51.6,47.11,0.0,25.0,75.0,0,7.14,73.2,92.94,88.89,60.78,70.21,59.46,50.0,78.26,22.05,19.57,8.76,4.571428571428571,0.0,0.15306122448979592,0.9387755102040817,0.0625
106,10/11/23, Michigan Wolverines,0,1.34,86.19,61.01,50.89,33.33,60.0,0.0,0,45.45,75.32,94.81,90.95,48.78,54.72,79.45,0.0,90.91,15.37,19.16,8.13,5.484848484848484,0.0,0.1717171717171717,1.0,0.3
107,10/7/23, Michigan Wolverines,0,0.6,82.53,42.86,43.85,0.0,100.0,33.33,0,44.44,71.01,92.65,90.23,56.86,57.5,73.77,0.0,86.21,11.41,20.44,12.21,3.3214285714285716,0.0,0.08035714285714286,0.8392857142857143,0.2
108,10/1/23, Michigan Wolverines,1,1.05,80.31,47.28,46.25,33.33,0.0,0.0,0,25.0,68.99,90.0,87.92,54.0,73.47,55.56,0.0,96.0,18.15,20.01,10.76,4.224299065420561,0.16666666666666666,0.08411214953271028,0.9252336448598131,0.5
109,9/27/23, Michigan Wolverines,0,0.26,78.74,41.13,41.05,75.0,33.33,0.0,0,37.5,63.49,90.2,87.41,43.48,59.52,54.17,0.0,73.33,20.16,22.31,19.36,3.625,0.0,0.041666666666666664,0.7395833333333334,0.75
110,9/23/23, Michigan Wolverines,3,2.89,85.34,53.18,50.63,40.0,42.86,0.0,100,36.0,79.5,95.56,87.01,55.0,75.0,83.33,0.0,89.66,14.35,20.09,11.23,4.486486486486487,0.2,0.15315315315315314,0.7117117117117117,0.4666666666666667
111,9/20/23, Michigan Wolverines,1,0.45,82.82,49.42,47.76,0.0,50.0,25.0,0,18.18,70.14,92.96,90.63,47.83,64.29,80.88,0.0,86.96,19.46,19.77,9.89,4.028846153846154,0.125,0.125,0.7115384615384616,0.125
112,9/15/23, Michigan Wolverines,2,0.57,75.7,39.35,52.33,0.0,0.0,0.0,0,37.5,61.59,95.0,85.0,48.94,58.0,66.1,0.0,76.19,16.82,20.27,12.09,3.314814814814815,0.2857142857142857,0.12962962962962962,0.7777777777777778,0.2857142857142857
113,9/9/23, Michigan Wolverines,1,1.15,78.43,50.46,53.97,0.0,33.33,0.0,0,25.0,62.8,92.0,89.1,50.91,56.52,55.81,50.0,87.5,18.47,19.57,9.5,4.289719626168225,0.08333333333333333,0.205607476635514,0.9345794392523364,0.25
114,9/4/23, Michigan Wolverines,1,1.71,79.05,57.2,46.38,0.0,60.0,16.67,0,31.25,66.06,92.75,85.71,64.52,58.73,61.04,100.0,96.77,17.6,18.7,6.83,3.860869565217391,0.07692307692307693,0.13043478260869565,0.8260869565217391,0.23076923076923078
115,9/2/23, Michigan Wolverines,1,0.88,73.25,27.96,43.41,33.33,25.0,0.0,100,12.5,60.0,94.29,85.07,44.68,46.15,45.45,50.0,62.5,21.3,21.26,29.67,2.111111111111111,0.16666666666666666,0.05555555555555555,0.6574074074074074,0.3333333333333333
116,8/25/23, Michigan Wolverines,1,0.7,82.84,58.6,53.92,60.0,40.0,0.0,0,38.46,70.97,92.73,91.53,44.68,60.0,67.24,0.0,91.3,18.56,20.36,7.27,3.7777777777777777,0.1111111111111111,0.16666666666666666,0.6574074074074074,0.3333333333333333
117,11/7/21, Maryland College Park Terrapins,0,3.51,80.85,66.61,47.83,27.27,50.0,33.33,0,30.77,72.73,91.01,86.73,57.5,64.91,85.47,0.0,85.71,16.8,19.84,5.19,5.223140495867769,0.0,0.2892561983471074,1.2231404958677685,0.4074074074074074
118,10/31/21, Maryland College Park Terrapins,2,2.94,73.11,51.35,46.85,60.0,55.56,0.0,0,35.29,64.67,89.8,76.58,58.21,53.16,75.24,60.0,88.57,16.68,20.92,7.87,3.83,0.09523809523809523,0.28,1.08,0.42857142857142855
119,10/27/21, Maryland College Park Terrapins,2,1.16,73.92,46.45,49.08,42.86,0.0,50.0,0,20.0,67.96,93.75,73.96,51.76,56.6,70.45,37.5,76.0,19.82,19.88,10.05,3.5428571428571427,0.15384615384615385,0.11428571428571428,1.2190476190476192,0.46153846153846156
120,10/23/21, Maryland College Park Terrapins,3,1.64,78.51,52.02,43.71,33.33,0.0,33.33,0,33.33,67.93,87.27,87.77,42.86,61.29,73.26,50.0,93.33,17.08,19.0,6.02,3.934959349593496,0.2727272727272727,0.10569105691056911,1.0,0.45454545454545453
121,10/17/21, Maryland College Park Terrapins,3,1.55,80.63,50.07,47.23,22.22,60.0,0.0,0,50.0,67.86,93.67,88.74,43.14,52.31,66.67,0.0,92.86,20.05,18.71,9.72,4.797979797979798,0.15,0.24242424242424243,1.02020202020202,0.3
122,10/13/21, Maryland College Park Terrapins,1,2.67,82.53,55.33,50.0,30.0,28.57,0.0,0,37.5,73.98,94.34,85.91,52.46,69.23,80.9,30.0,85.71,19.86,18.7,5.74,4.5673076923076925,0.043478260869565216,0.25,1.125,0.391304347826087
123,10/9/21, Maryland College Park Terrapins,3,3.14,79.1,58.76,53.76,10.53,50.0,33.33,100,40.0,64.8,96.67,87.63,50.6,67.11,70.48,75.0,81.82,20.61,20.42,9.23,4.7407407407407405,0.08108108108108109,0.3055555555555556,1.1388888888888888,0.2702702702702703
124,10/3/21, Maryland College Park Terrapins,0,0.9,87.38,61.47,45.07,0.0,0.0,0.0,0,37.5,81.12,97.53,91.3,57.81,69.57,75.0,0.0,84.85,12.12,18.2,7.18,5.809523809523809,0.0,0.0761904761904762,1.0285714285714285,0.0
125,9/29/21, Maryland College Park Terrapins,0,1.0,81.62,61.61,49.54,33.33,66.67,16.67,0,23.08,75.12,94.57,83.86,53.75,57.89,71.15,0.0,90.91,21.47,19.56,5.47,5.440677966101695,0.0,0.1694915254237288,1.1440677966101696,0.42857142857142855
126,9/25/21, Maryland College Park Terrapins,2,1.6,82.46,54.27,51.86,0.0,66.67,0.0,0,38.89,71.35,96.1,88.21,52.54,55.74,63.75,0.0,86.67,16.21,20.1,8.5,5.079207920792079,0.13333333333333333,0.16831683168316833,1.0198019801980198,0.2
127,9/21/21, Maryland College Park Terrapins,2,1.65,87.59,62.32,48.12,16.67,0.0,0.0,0,22.22,78.89,95.92,90.13,55.0,71.93,76.62,75.0,90.91,18.49,19.94,8.97,5.777777777777778,0.14285714285714285,0.2222222222222222,1.0909090909090908,0.35714285714285715
128,9/18/21, Maryland College Park Terrapins,2,1.22,79.65,59.15,56.85,60.0,40.0,0.0,0,41.67,69.7,90.32,84.53,50.82,58.62,66.67,66.67,76.92,22.22,20.12,6.38,4.352380952380952,0.125,0.19047619047619047,1.0857142857142856,0.625
129,9/11/21, Maryland College Park Terrapins,0,0.42,77.63,50.27,50.17,0.0,0.0,50.0,0,25.0,68.21,90.57,86.84,56.9,61.22,66.3,0.0,87.1,19.43,20.43,7.93,4.469387755102041,0.0,0.061224489795918366,1.030612244897959,0.14285714285714285
130,9/7/21, Maryland College Park Terrapins,2,2.19,86.24,56.72,48.12,60.0,0.0,0.0,100,35.71,77.71,95.45,91.28,58.82,83.05,75.9,66.67,100.0,19.84,19.5,5.96,5.0588235294117645,0.10526315789473684,0.22549019607843138,0.9509803921568627,0.5789473684210527
131,9/4/21, Maryland College Park Terrapins,2,0.88,78.94,57.06,45.53,12.5,37.5,50.0,0,25.0,65.96,94.81,89.44,43.64,57.89,71.43,20.0,86.36,21.44,17.88,5.84,5.147368421052631,0.14285714285714285,0.18947368421052632,1.1368421052631579,0.2857142857142857
132,8/30/21, Maryland College Park Terrapins,4,2.53,80.25,62.39,48.93,14.29,20.0,100.0,0,17.65,67.65,94.64,87.0,51.85,64.62,78.75,33.33,88.89,17.54,20.28,6.97,4.673076923076923,0.19047619047619047,0.3173076923076923,1.1538461538461537,0.3333333333333333
133,8/27/21, Maryland College Park Terrapins,1,2.35,77.37,55.79,44.16,14.29,25.0,0.0,0,33.33,70.69,83.93,82.8,47.46,63.24,74.07,37.5,90.7,18.45,20.18,7.68,4.046728971962617,0.05555555555555555,0.17757009345794392,1.0186915887850467,0.3333333333333333
134,5/2/21, Maryland College Park Terrapins,1,1.23,76.5,54.31,46.22,10.0,0.0,0.0,0,47.62,65.36,89.33,80.95,49.06,57.53,67.01,0.0,89.47,21.9,21.75,6.82,4.747368421052632,0.06666666666666667,0.11578947368421053,1.4,0.2
135,11/10/22, Maryland College Park Terrapins,1,1.93,75.85,58.55,46.76,20.0,33.33,0.0,0,32.14,65.7,81.4,82.74,54.84,60.47,68.63,0.0,97.06,16.6,21.4,5.55,4.474747474747475,0.06666666666666667,0.20202020202020202,1.1313131313131313,0.13333333333333333
136,11/5/22, Maryland College Park Terrapins,1,3.87,74.35,59.55,45.63,25.0,66.67,0.0,0,52.0,64.37,93.02,84.4,45.07,63.08,73.91,20.0,76.74,15.91,20.79,4.53,3.5090909090909093,0.058823529411764705,0.22727272727272727,1.1272727272727272,0.4117647058823529
137,10/30/22, Maryland College Park Terrapins,1,0.69,71.29,57.53,52.01,20.0,16.67,50.0,0,16.67,58.39,89.74,85.52,40.3,55.56,63.75,20.0,88.37,20.52,20.74,7.18,4.029411764705882,0.08333333333333333,0.18627450980392157,1.107843137254902,0.3333333333333333
138,10/26/22, Maryland College Park Terrapins,4,1.27,67.64,49.54,50.92,0.0,42.86,0.0,0,31.25,57.55,87.27,68.42,45.16,59.09,56.1,0.0,75.0,16.64,22.13,8.33,3.648936170212766,0.2857142857142857,0.23404255319148937,1.2765957446808511,0.42857142857142855
139,10/22/22, Maryland College Park Terrapins,1,1.84,77.69,48.07,55.67,42.86,28.57,50.0,0,30.0,69.62,90.0,85.71,55.36,72.92,74.65,100.0,83.33,16.41,19.99,8.1,3.6116504854368934,0.058823529411764705,0.23300970873786409,1.0776699029126213,0.47058823529411764
140,10/18/22, Maryland College Park Terrapins,1,1.57,80.65,57.39,47.35,0.0,44.44,0.0,0,26.32,70.17,91.94,86.32,53.7,63.01,76.67,0.0,87.5,18.73,20.59,8.97,4.91,0.047619047619047616,0.23,1.09,0.19047619047619047
141,10/14/22, Maryland College Park Terrapins,2,2.32,82.62,62.98,47.95,75.0,30.0,16.67,0,36.84,70.72,97.06,89.71,49.18,62.03,79.22,66.67,94.59,16.3,19.66,7.71,4.9393939393939394,0.08695652173913043,0.32323232323232326,0.9595959595959596,0.4782608695652174
142,10/9/22, Maryland College Park Terrapins,1,1.14,77.99,57.0,47.3,25.0,28.57,0.0,0,44.44,69.57,100.0,82.61,53.16,63.29,75.53,0.0,89.19,18.65,21.22,6.79,4.313131313131313,0.06666666666666667,0.1414141414141414,1.2323232323232323,0.4666666666666667
143,10/5/22, Maryland College Park Terrapins,3,1.33,71.23,42.2,47.21,50.0,20.0,0.0,0,23.08,62.79,88.24,77.11,48.39,56.16,69.88,20.0,91.67,17.89,19.34,10.53,3.4095238095238094,0.3,0.14285714285714285,0.8761904761904762,0.4
144,10/1/22, Maryland College Park Terrapins,1,2.51,78.97,55.31,51.65,22.22,40.0,0.0,100,28.57,67.03,93.15,84.51,64.91,64.38,74.32,37.5,88.0,19.11,18.7,6.6,4.854166666666667,0.047619047619047616,0.2708333333333333,1.1458333333333333,0.3333333333333333
145,9/25/22, Maryland College Park Terrapins,1,0.94,76.98,53.13,49.03,0.0,0.0,0.0,0,18.18,64.97,80.6,90.0,52.94,60.32,70.45,33.33,85.19,10.55,21.05,6.18,4.3,0.2,0.13,1.12,0.4
146,9/21/22, Maryland College Park Terrapins,3,2.27,83.12,63.9,45.05,25.0,22.22,0.0,100,50.0,75.42,89.29,89.19,68.18,72.41,81.44,40.0,94.12,18.47,21.18,5.83,4.471698113207547,0.15789473684210525,0.19811320754716982,1.028301886792453,0.42105263157894735
147,9/17/22, Maryland College Park Terrapins,2,2.29,81.03,57.13,46.12,14.29,20.0,50.0,0,23.08,63.41,94.23,89.74,39.06,51.61,68.06,66.67,92.31,18.52,18.68,4.63,4.5327102803738315,0.13333333333333333,0.14018691588785046,1.102803738317757,0.26666666666666666
148,9/10/22, Maryland College Park Terrapins,2,1.56,80.62,44.38,51.94,60.0,50.0,0.0,100,40.0,70.81,93.1,87.79,62.03,68.42,75.0,0.0,100.0,20.21,22.15,8.23,3.6857142857142855,0.15384615384615385,0.1523809523809524,1.1333333333333333,0.5384615384615384
149,9/6/22, Maryland College Park Terrapins,6,3.14,72.05,42.66,48.54,33.33,60.0,20.0,100,50.0,56.91,94.59,82.8,50.0,56.86,67.14,33.33,86.49,16.85,20.77,9.47,2.9405940594059405,0.375,0.18811881188118812,0.8910891089108911,0.5625
150,9/3/22, Maryland College Park Terrapins,0,0.93,83.9,63.96,45.69,50.0,33.33,20.0,0,50.0,71.43,96.0,88.94,52.46,72.46,72.53,50.0,89.74,20.19,22.15,10.0,4.778846153846154,0.0,0.18269230769230768,0.9134615384615384,0.23809523809523808
151,8/29/22, Maryland College Park Terrapins,1,3.01,80.08,57.74,51.7,20.0,42.86,0.0,0,34.62,72.22,96.0,80.9,56.72,68.06,75.0,33.33,91.67,16.05,21.96,6.06,4.733333333333333,0.047619047619047616,0.3047619047619048,0.9619047619047619,0.23809523809523808
152,8/26/22, Maryland College Park Terrapins,2,2.18,76.36,51.94,45.57,0.0,50.0,25.0,0,25.0,66.27,92.68,85.05,62.5,61.22,62.79,50.0,85.71,15.95,20.68,5.89,3.5728155339805827,0.2222222222222222,0.10679611650485436,0.8349514563106796,0.4444444444444444
153,10/30/22, Michigan Wolverines,2,1.55,76.42,53.81,43.87,100.0,42.86,0.0,0,32.35,75.0,92.86,77.4,57.89,69.49,77.17,33.33,92.68,13.49,20.65,7.3,4.24,0.2,0.27,0.96,0.6
154,10/26/22, Michigan Wolverines,2,1.06,82.54,46.12,52.1,0.0,66.67,0.0,0,23.08,69.84,95.59,88.82,52.94,67.86,67.16,0.0,80.77,14.65,22.42,12.3,3.9313725490196076,0.3333333333333333,0.0784313725490196,0.8529411764705882,0.3333333333333333
155,10/22/22, Michigan Wolverines,1,2.76,81.61,46.57,48.88,0.0,66.67,16.67,0,50.0,67.63,96.72,88.06,58.33,68.63,77.22,0.0,96.88,13.01,20.05,7.91,3.607476635514019,0.06666666666666667,0.18691588785046728,0.8878504672897196,0.2
156,10/15/22, Michigan Wolverines,3,2.64,84.48,63.3,58.63,40.0,62.5,50.0,100,31.25,73.41,95.6,93.16,47.5,80.0,73.79,0.0,88.46,19.31,21.1,7.32,5.3578947368421055,0.13636363636363635,0.29473684210526313,0.8947368421052632,0.5454545454545454
157,10/12/22, Michigan Wolverines,1,1.49,80.24,56.1,55.44,33.33,57.14,0.0,0,27.78,70.7,92.73,87.77,56.36,71.93,72.94,40.0,90.0,14.94,21.26,5.93,3.9423076923076925,0.08333333333333333,0.20192307692307693,1.1538461538461537,0.4166666666666667
158,10/8/22, Michigan Wolverines,1,1.5,78.37,47.46,49.29,25.0,40.0,0.0,0,60.0,61.54,92.45,93.28,52.63,51.43,64.77,25.0,93.1,17.65,20.17,11.84,4.16,0.1111111111111111,0.07,1.05,0.3333333333333333
159,10/2/22, Michigan Wolverines,2,1.04,62.38,27.59,45.85,0.0,66.67,0.0,0,37.5,47.66,87.5,74.51,39.58,33.33,60.0,50.0,80.0,16.31,21.46,8.71,2.019230769230769,0.25,0.057692307692307696,0.9326923076923077,0.25
160,9/28/22, Michigan Wolverines,0,1.89,76.38,53.28,49.51,0.0,50.0,44.44,0,34.62,63.01,96.83,81.02,55.77,66.18,71.76,75.0,79.41,15.34,19.58,8.56,3.7904761904761903,0.0,0.17142857142857143,1.0,0.2
161,9/24/22, Michigan Wolverines,3,1.97,65.14,41.3,49.42,20.0,20.0,66.67,100,26.67,55.81,82.35,77.38,42.86,49.02,59.49,50.0,75.76,15.56,22.0,9.41,2.6296296296296298,0.2727272727272727,0.07407407407407407,0.8981481481481481,0.36363636363636365
162,9/20/22, Michigan Wolverines,0,3.49,80.56,52.18,56.61,55.56,25.0,33.33,0,33.33,72.78,91.3,83.73,40.82,66.18,75.27,83.33,94.74,17.69,20.06,6.06,4.710280373831775,0.0,0.29906542056074764,1.0,0.3333333333333333
163,9/17/22, Michigan Wolverines,1,1.35,74.15,42.87,47.29,0.0,22.22,25.0,0,20.0,55.56,92.31,87.96,39.29,46.81,61.29,100.0,90.32,16.03,19.69,12.31,3.289719626168224,0.07692307692307693,0.19626168224299065,1.0,0.38461538461538464
164,9/13/22, Michigan Wolverines,2,1.71,85.48,69.29,50.0,12.5,50.0,37.5,100,35.29,79.33,96.47,87.2,50.0,74.7,87.13,0.0,93.55,19.97,20.01,4.53,5.333333333333333,0.11764705882352941,0.2549019607843137,1.1666666666666667,0.35294117647058826
165,9/10/22, Michigan Wolverines,0,1.16,69.01,41.37,46.15,66.67,50.0,50.0,0,26.32,58.45,100.0,67.37,45.9,56.86,71.23,25.0,77.42,16.53,21.54,7.0,3.2268041237113403,0.0,0.20618556701030927,0.8762886597938144,0.38461538461538464
166,9/5/22, Michigan Wolverines,0,0.1,71.67,51.93,52.69,20.0,11.11,100.0,0,29.41,56.74,95.12,81.22,43.24,52.17,53.85,0.0,91.3,26.35,23.08,10.32,4.185567010309279,0.0,0.05154639175257732,0.9072164948453608,0.2
167,9/1/22, Michigan Wolverines,0,0.42,81.55,55.47,49.3,0.0,0.0,0.0,0,37.5,68.26,100.0,91.16,55.32,60.71,68.42,33.33,94.12,18.0,19.15,6.88,4.631067961165049,0.0,0.10679611650485436,0.9514563106796117,0.2
168,8/28/22, Michigan Wolverines,1,1.58,82.45,57.01,50.85,0.0,33.33,0.0,0,23.08,74.17,94.87,90.48,54.05,57.78,71.67,75.0,87.5,14.76,20.99,5.3,4.079545454545454,0.08333333333333333,0.3409090909090909,0.8181818181818182,0.25
169,8/25/22, Michigan Wolverines,0,1.48,82.17,67.11,48.86,28.57,41.67,0.0,0,43.48,67.27,95.83,89.86,47.76,64.06,76.84,0.0,90.0,18.37,21.13,8.09,4.961538461538462,0.0,0.2692307692307692,0.9326923076923077,0.2222222222222222
170,11/12/23, Penn State Nittany Lion,0,0.32,75.54,52.08,46.07,16.67,50.0,0.0,0,18.18,63.92,93.06,81.99,47.37,68.18,74.49,0.0,77.42,22.15,21.4,10.15,4.009615384615385,0.0,0.10576923076923077,0.9807692307692307,0.1111111111111111
171,11/9/23, Penn State Nittany Lion,1,2.33,80.39,46.37,47.06,80.0,0.0,33.33,0,20.0,67.47,94.05,86.34,48.48,68.29,74.19,50.0,77.78,17.63,21.22,13.7,3.411764705882353,0.09090909090909091,0.15441176470588236,0.875,0.6363636363636364
172,11/3/23, Penn State Nittany Lion,3,1.99,79.72,45.23,45.18,20.0,100.0,0.0,0,26.67,67.24,92.98,91.47,45.28,58.18,77.19,0.0,76.92,16.29,21.56,7.86,3.5294117647058822,0.17647058823529413,0.22549019607843138,0.8235294117647058,0.35294117647058826
173,10/29/23, Penn State Nittany Lion,1,1.41,75.28,54.46,48.4,50.0,0.0,0.0,0,23.08,60.85,96.43,86.33,50.6,56.99,73.56,80.0,63.16,19.38,20.8,6.3,4.677083333333333,0.07692307692307693,0.19791666666666666,1.5,0.5384615384615384
174,10/26/23, Penn State Nittany Lion,3,1.1,82.55,65.09,51.02,25.0,50.0,0.0,100,50.0,58.67,93.75,93.72,48.75,53.25,66.23,0.0,89.29,18.96,21.58,5.51,5.670212765957447,0.3333333333333333,0.09574468085106383,1.148936170212766,0.4444444444444444
175,10/22/23, Penn State Nittany Lion,4,1.99,72.43,44.69,44.8,75.0,37.5,0.0,100,44.44,56.45,95.56,85.87,45.61,54.17,61.9,75.0,73.91,16.52,21.74,8.31,2.9223300970873787,0.3076923076923077,0.17475728155339806,0.9902912621359223,0.5384615384615384
176,10/18/23, Penn State Nittany Lion,1,2.3,75.79,53.97,55.87,25.0,40.0,0.0,0,33.33,60.4,93.33,84.93,41.82,57.69,73.42,50.0,87.5,17.86,21.76,6.96,4.009803921568627,0.047619047619047616,0.2647058823529412,1.1666666666666667,0.14285714285714285
177,10/14/23, Penn State Nittany Lion,2,2.65,70.35,50.46,47.41,100.0,20.0,100.0,0,43.75,54.79,97.67,81.2,44.58,49.25,65.82,0.0,88.89,12.94,21.49,8.33,3.3398058252427183,0.14285714285714285,0.20388349514563106,1.0097087378640777,0.5714285714285714
178,10/7/23, Penn State Nittany Lion,1,1.21,75.0,47.53,39.93,0.0,20.0,0.0,0,40.0,60.81,93.88,85.16,47.06,64.0,62.2,0.0,73.08,18.03,19.35,8.07,3.580952380952381,0.1111111111111111,0.11428571428571428,0.9142857142857143,0.2222222222222222
179,10/1/23, Penn State Nittany Lion,0,0.56,85.96,58.78,46.48,28.57,0.0,0.0,0,57.14,68.03,94.03,95.45,51.79,58.73,83.72,100.0,65.0,23.06,19.42,6.41,5.473684210526316,0.0,0.14736842105263157,0.968421052631579,0.4444444444444444
180,9/28/23, Penn State Nittany Lion,3,3.03,86.68,76.65,41.5,25.0,30.77,25.0,100,30.43,73.54,93.65,92.0,53.85,84.95,81.82,12.5,100.0,17.77,16.73,3.61,6.711538461538462,0.13636363636363635,0.36538461538461536,1.0288461538461537,0.18181818181818182
181,9/24/23, Penn State Nittany Lion,2,0.7,65.24,31.04,46.45,100.0,25.0,33.33,0,16.67,50.0,83.87,76.47,41.94,46.88,46.94,33.33,72.73,15.64,21.58,14.84,1.8888888888888888,0.3333333333333333,0.1414141414141414,0.6565656565656566,0.5
182,9/20/23, Penn State Nittany Lion,1,1.25,67.8,33.74,48.85,0.0,22.22,0.0,0,37.5,56.1,100.0,72.31,35.59,45.83,48.39,100.0,77.14,15.12,22.45,10.27,2.6666666666666665,0.09090909090909091,0.13131313131313133,1.121212121212121,0.45454545454545453
183,9/16/23, Penn State Nittany Lion,3,2.13,73.93,39.46,44.57,50.0,0.0,50.0,0,16.67,54.87,84.91,88.5,32.14,54.17,47.46,100.0,80.65,14.84,21.41,9.18,3.104761904761905,0.42857142857142855,0.09523809523809523,0.9238095238095239,0.8571428571428571
184,9/9/23, Penn State Nittany Lion,0,0.82,88.83,63.44,47.48,20.0,40.0,25.0,0,45.45,78.77,97.83,93.33,62.0,76.92,80.49,0.0,91.3,20.31,18.64,9.0,6.092783505154639,0.0,0.20618556701030927,0.8969072164948454,0.2
185,9/4/23, Penn State Nittany Lion,2,0.89,82.58,52.95,44.66,0.0,33.33,33.33,0,20.0,68.42,93.33,88.11,47.46,47.37,65.63,0.0,86.36,13.09,20.16,10.17,4.0,0.2857142857142857,0.13131313131313133,0.797979797979798,0.42857142857142855
186,9/2/23, Penn State Nittany Lion,1,1.36,70.88,47.9,43.21,50.0,0.0,25.0,0,57.14,47.17,86.67,84.62,31.37,57.14,56.86,100.0,61.11,20.86,21.82,4.75,2.5588235294117645,0.1,0.11764705882352941,0.9607843137254902,0.6
187,8/27/23, Penn State Nittany Lion,4,2.7,88.21,67.69,44.39,12.5,33.33,0.0,100,45.0,79.37,97.83,91.54,56.25,77.42,93.68,0.0,83.33,17.17,18.98,6.13,6.297029702970297,0.26666666666666666,0.25742574257425743,1.00990099009901,0.3333333333333333
188,8/25/23, Penn State Nittany Lion,1,0.58,67.09,33.02,48.51,0.0,0.0,100.0,0,37.5,53.64,94.12,77.27,34.62,45.65,56.36,50.0,67.74,14.15,21.34,10.69,2.2149532710280373,0.2,0.07476635514018691,0.7850467289719626,0.2
